ov,Last updated (DD/MM/YY),Expiry Date?,Name,Service Type,Additional/other (separate each type with a semi-colon),"Details (who, what, when, where, why)",Region,City/ Town,Address,Post Code,Phone,URL,Email,Hours,Volunteer need?
Feryal Awan (Michelle Lam),24/07/17,,Slough Immigration Aid Unit,Legal,,"Slough Immigration Aid Unit gives specialist legal advice and representation in all areas of UK immigration, refugee and nationality law. It provides a free service to people on low income and who would normally qualify financially for Legal Help (previously known as Legal Aid).",National,Slough,"52 Chalvey High Street
Slough 
Berkshire",SL1 25Q,01753 246 730,http://www.siauslough.org.uk/,info.siau@gmail.com,Monday-Thursday: 10.00-16.00,
,11/08/17,,SMART - 1-to-1 appointments,Children & Young People,Family,"SMART works with migrant, asylum-seeking and refugee children, young people and families in Newcastle. One to one pre-booked appointments for service users to resolve more complex matters. Charity number: 221124",North East,Newcastle,"Provincial House, 150 Northumberland Street, Newcastle upon Tyne",NE1 7DQ,0191 221 0836,https://www.childrenssociety.org.uk/what-we-do/helping-children/our-programmes/young-refugees/smart-supporting-migrants-asylum-seekers-refugees,,,
,11/08/17,,SMART - New to Newcastle Drop-In ,Children & Young People,Family,"SMART works with migrant, asylum-seeking and refugee children, young people and families in Newcastle. This weekly drop-in provides a chance for families to access SMART project workers and workers from other agencies, with interpreter support. Charity number: 221124",North East,Newcastle,"Brunswick Methodist Church, Church Hall, Brunswick Pl, Newcastle upon Tyne",NE1 7BJ,0191 221 0836,https://www.childrenssociety.org.uk/what-we-do/helping-children/our-programmes/young-refugees/smart-supporting-migrants-asylum-seekers-refugees,,Monday: 10.00-12.00,
,11/08/17,,"SMART (Supporting Migrants, Asylum-seekers and Refugees Together)",Children & Young People,Family,"SMART works with migrant, asylum-seeking and refugee children, young people and families in Newcastle and offer training to partner agencies that support these young people and their families. SMART runs a rolling programme of social activities to prevent isolation, encourage family activities, promote orientation in Newcastle and enhance diversity and cohesion. Also runs monthly parents group at Brunswick Methodist Church. Charity number: 221124",North East,Newcastle,"Provincial House, 150 Northumberland Street, Newcastle upon Tyne",NE1 7DQ,0191 221 0836,https://www.childrenssociety.org.uk/what-we-do/helping-children/our-programmes/young-refugees/smart-supporting-migrants-asylum-seekers-refugees,,,
Michelle Lam,31/07/17,,Solidarity with Refugees,Advocacy,,"Solidarity with Refugees is advocating for policy change that would save lives and give people the chance to live in safety with dignity and purpose
",,,,,,http://www.swruk.org/,,,
,,,Community Arts North West - Exodus Project,"Social (clubs, groups)",,Exodus is the name for a refugee arts programme run by CAN. ,North West,Manchester,"1st floor
Green Fish Resource Centre
46-50 Oldham Street
Manchester
M4 1LE",M4 1LE,CAN office: 0161 234 2975,http://can.uk.com/archive/participatory-arts-programmes/somali-bravanese-sisters/,N/A,Monday-Friday: 10.00-17.00,
Kate Hyde (Michelle Lam),25/07/2017,,Somali Education Breakthrough,Education,,"SEB provides study support for Somali youngsters including:
· Homework support four days a week
· Improving literacy and mathematical skills
· Mentoring
· Pastoral support
· Information Technology support
· Extra curricula activities to develop skills ",,Sheffield,"The Furnival Centre
199 Verdon Street
Sheffield ",S3 9QQ ,0114 275 9040,https://www.facebook.com/Somali-Education-Breakthrough-201325423343021,N/A,,
Amelia Cooper has emailed (12/09/17),,,Somali Family Learning And Regeneration Project,Advice & Support,Education,Little information available online,,Greenford,"28 STANHOPE ROAD 
GREENFORD 
UB6 9EE",,0208 917 9343,N/A,?,,
Amelia Cooper has emailed (12/09/17),,,Somali Integration Society,Advice & Support,Children & Young People; Education; Advocacy,"Aims
* To enable the community to become self sufficient and independent, without the need to rely on others https://www.facebook.com/pg/Somali-Integration-Society-SIS-155706707797371/about/?ref=page_internal ",Wales,Cardiff,20 Churchill Way. Cardiff,CF10 2DY,029 2039 7881,N/A,abdi.a.hassan@gmail.com,,
,TO Call HDS,,Somali Wellbeing,Healthcare/ Mental Health / Disability,,"Wellbeing worker available to help Somalian women who are experiencing mental health problems. 	You can be referred by your GP, other agencies or by self referral at the Wellspring reception.",South West,Bristol,"Wellspring Health Living Centre
Beam Street
Barton Hill
Bristol",BS5 9Qy,44117 304 1431,http://www.wellspringhlc.org.uk/somali-wellbeing/,muna.abdi@wellspringhlc.org  ,,
,,,Somali Womens Group,Women,,"Group which runs a number of different groups and drop-ins for the Somali Community. Drop-ins Mondays, Tuesdays and Thursdays 10am to 3pm.
Social Sessions (games such as dominos etc) for older people on Wednesday: evenings 5:30pm to 8:30pm
Home visiting service for housebound and vulnerable people
Advice and Information Sessions. Drop-ins: Mondays, Tuesdays and Thursdays 10am to 3pm. ",North West,Manchester,"     165 Acomb Street
    Rusholme
    Manchester

    M14 4BY",M14 4BY,0161 248 6135,Manchester city council: https://hsm.manchester.gov.uk/kb5/manchester/directory/service.page?id=WCvl2MUu1GA,somwomgrp@hotmail.co.uk,"Monday: 09.00-17.00, Tuesday: 09.00-17.00, Wednesday: 09.00-20.30, Thursday: 09.00-17.00, Friday: 09.00-17.00",
,,,SOOP Stories,Employment/ Training/ Volunteering,"Social (clubs, groups)","Hold dinner club focused around refugee inclusion, looking to start  an incubator aimed at supporting food entrepreneurs",,London,Jack Fleming,,-,https://www.facebook.com/SOOP-stories-of-our-people-160847710688537/?fref=ts,jacksoopstories@gmail.com,,
,TO Call HDS,,South Bristol NHS Community Hospital,Healthcare/ Mental Health / Disability,,Urgent Care service and diagnostic tests and therapies.,South West,Bristol,"Hengrove Promenade
Hengrove
Whitchurch Lane
Bristol ",BS14 0DE,441173429692,http://www.uhbristol.nhs.uk/patients-and-visitors/your-hospitals/south-bristol-community-hospital/,,Monday-Sunday: 08.00-20.00,
Lydia Boateng (Michelle Lam),26/07/2017,,South London Refugee Association,Advice & Support,,"SLRA provides expert advice, specialist services and effective support to refugees, asylum seekers and vulnerable migrants in South London. They work with adults, families and young people so that they can build stable lives for themselves. Their Community Connections project supports refugees, asylum seekers and migrants of all ages helping them to develop their own knowledge and skills while increasing the resilience and capacity of their communities. Charity No. 1102814",London,South London,"The Woodlands Centre, 
16 Leigham Court Road, 
London",SW16 2PJ,0203 490 3443,http://www.slr-a.org.uk/,"info@slr-a.org.uk
",,
Lydia Boateng (Michelle Lam),26/07/2017,,South London Refugee Association - Balham,Advice & Support,Food; Women; Education; Destitution & Debt,"Free and confidential Drop-In Advice Sessions offering advice and advocacy on housing, benefits, education, immigration, health, debt and more, English ESOL lessons, a hot lunch, volunteering and social activities. Term-time only. Charity No. 1102814",London,South London,"St Mary’s Church, Balham High Road, Balham",SW12 9BS,0203 490 3443,http://www.slr-a.org.uk/,"info@slr-a.org.uk
",Monday: 10.00-14.00,
Lydia Boateng (Michelle Lam),26/07/2017,,South London Refugee Association - English & Maths Tuition,Education,Children & Young People,English and Maths Tuition for pupils aged 14-16 during term-time. Charity No. 1102814,London,South London,"Vestry Hall Cricket Green, 336-338 London Road, Mitcham",CR4 3UD,0203 490 3443,http://www.slr-a.org.uk/,"info@slr-a.org.uk
",Monday: 17.00-19.00,
Lydia Boateng (Michelle Lam),26/07/2017,,South London Refugee Association - Global Youth Club,Children & Young People,"Social (clubs, groups)","Global Youth' Youth Club sessions take place weekly in term time and provide young people with a safe place to make new friends, relax and learn new skills. Activities include football, boxing, arts and crafts, music and drama. A fun, safe and welcoming place with games and activities and someone to talk to for advice for ages 14-19. Term-time only. Charity No. 1102814",London,South London,"John Corfield Centre, Conyers Road, Streatham",SW16 6LS,0203 490 3443,http://www.slr-a.org.uk/,"info@slr-a.org.uk
",Tuesday: 15.30-18.00,
Lydia Boateng (Michelle Lam),26/07/2017,,South London Refugee Association - Wimbledon,Advice & Support,Food; Women; Education; Destitution & Debt,"Free and confidential Drop-In Advice Sessions offering advice and advocacy on housing, benefits, education, immigration, health, debt and more, English ESOL lessons, a hot lunch, volunteering and social activities. Term-time only. Charity No. 1102814",London,South London,"Holy Trinity Church, 234 The Broadway, Wimbledon",SW19 1SB,0203 490 3443,http://www.slr-a.org.uk/,"info@slr-a.org.uk
",Wednesday: 10.00-13.00,
Misha MccGwire (Michelle Lam),27/07/17,,South London Tamil Welfare,Advice & Support,Employment/ Training/ Volunteering; Destitution & Debt; Children & Young People,"The South London Tamil group aims to improve the quality of life for the Tamil community. They support Tamil refugees through giving them access to work and education as well as a large range of supportive measures concerning housing, welfare benefits and family learning. They also offer supplemetnary classes to children aged 4-16 years. Drop-in sessions for the elderly.",London,South London,"36 High Street Colliers Wood, London ",SW19 2AB,020 8542 3285 ,http://www.sltwg.org.uk/,admin@sltwg.org.uk ,Monday-Friday: 09.30-17.00,
,,,South West Law,Legal,,Accredited asylum and immigration specialist law firm. ,South West,Bristol,"1 Hide Market
West Street
Old Market
Bristol",BS2 0BX,,http://www.southwestlaw.org.uk/,,,
Lydia Boateng (Michelle Lam),26/07/17,,Southwark Refugee Communities Forum,Advice & Support,,"SRCF holds bi-monthly meetings of refugee organisations based and working in Southwark. The Forum meetings offer opportunities for service-providing agencies across all thematic and geographical areas to reach out to refugee communities. It seeks to create a stronger refugee and community sector in Southwark. It was established by Refugee Community Organisations in Southwark to enable the voices of refugees themselves to be heard and to develop mutual support between newly arrived and more established communities. SRCF pursues four key aims: awareness of the role of Refugee Community Organisations and the skills they offer; collaboration between RCOs, statutory and voluntary sectors; integration of RCOs into mainstream structures and the promotion of real refugee participation; resources and opportunities for the effective development of RCOs capacity. It handles the dissemination of information; organises meetings; facilitates trainings; provides management support and support in fundraising; holds consultation; an provides employment and capacity buiding support.",London,London,"SRCF’s Office
1st Floor, St Giles Centre
81 Camberwell Church Street
SE5 8RB",SE5 8RB,020 7277 4400,https://srcforum.wordpress.com/2012/11/30/srcf-forum-feedback/,"eltayeb.hassan@southwarkrcf.org.uk
",,
,July 2016,N/A,Specialist Health Visiting Team for BME and Traveller Families,Healthcare/ Mental Health / Disability,,"Health Visitors are qualified nurses with training in public health. In this team, they visit families with insecure immigration status, asylum seekers, and newly arrived refugees as well as traveller families. They assess children's development and provide information on a range of health issues and local services for all family members.",South East,Brighton,"Moulsecoomb Children's Centre, Hodshrove Lane",BN2 4SE,01273 296531,N/A,candy.barrett@nhs.net; Amanda.brooks3@nhs.net,N/A,n/a
,9/6/17,,Sporting Equals,"Social (clubs, groups)",,"Sporting Equals exists to actively promote greater involvement in sport and physical activity by disadvantaged communities particularly the Black, Asian and Minority Ethnic (BAME) population. Sporting Equals works through supporting other organisations to increase their inclusion and support ability. They have a range of projects that vary month to month and most up to date info can be found on their social media and Twitter",West Midlands,Birmingham,"Building 300 
Trinity Park 
Bickenhill Lane 
Birmingham International Airport",B37 7ES,0121 777 1375,http://www.sportingequals.org.uk/,info@sportingequals.org.uk,N/A,Yes
,9/6/17,,St. Chad's Sanctuary,Advice & Support,"Food; Non-food items; Education; Social (clubs, groups)","A place of welcome for Asylum Seekers in Birmingham.
Offering a range of support. There are several ESOL classes from Pre Entry 2 - Entry 3, drop in English classes, a religious studies class, welfare advice, provision of practical items; clothes, food, hygiene products, bedding, household items and more & a social group. Main drop in - Mon, Weds, Fri.",West Midlands,Birmingham,"72 – 74 Shadwell Street
Birmingham",B4 6HA,0121 233 3127,http://www.stchadssanctuary.com/,http://www.stchadssanctuary.com/index.php/contact,Monday-Friday: 10.30-17.00,Yes
,07/08/2017,,Starbucks,Employment/ Training/ Volunteering,,The Refugee Council and Starbucks are working in partnership to support the employment of refugees. Together they will be providing support and assistance to those needing help in accessing work as a first step towards building a new life. Follow the link to register interest for full-time or part-time work at Starbucks in London.,London,London,N/A,N/A,020 7346 1124,https://www.refugeecouncil.org.uk/starbucks?utm_source=SIGNUPS+Chatterbox+Employment+Bulletin&utm_campaign=a18cbdfe7f-EMAIL_CAMPAIGN_2017_08_07&utm_medium=email&utm_term=0_48e7a10a23-a18cbdfe7f-33861881,Starbucks@refugeecouncil.org.uk,n/a,
Helen Seacombe (Michelle Lam),24/07/17,,Still Human Still Here,Advocacy,,Still Human Still Here is a coalition of over 60 organisations that is campaigning to end the destitution of thousands of refused asylum seekers in the UK. ,,London wide,,,,,mike.kaye@amnesty.org.uk,,
Michelle Lam,28/07/17,,Strategic Alliance on Migrant Destitution (one of the programmes by Homeless Link),Destitution & Debt,,Offers resources for supporting migrants who become destitute,London,South London - Kennington,"Homeless Link
Minories House
2-5 Minories 
London ",EC3N 1BJ,0207 840 4468,http://www.homeless.org.uk/,patrick.duce@homelesslink.org.uk,,
Helen Seacombe (Michelle Lam),24/07/17,,Student Action for Refugees (STAR),Employment/ Training/ Volunteering,Education; Advocacy,"STAR is made up of over 35 groups at universities across the UK and a national team which co-ordinates and supports the groups. Through STAR, students volunteer at local refugee projects, campaign to improve the lives of refugees, educate people about refugees and asylum and fundraise to welcome refugees.",National,London Wide,,,0207 697 4130,http://www.star-network.org.uk/,students@star-network.org.uk,,
Lucy Yates (Michelle Lam),24/07/17,,Sudanese Supplementary School,Education,,"Sudanese Supplementary School provides lessons in GCSE Arabic, English, Mathematics and General Studies. They also engage the pupils and their teachers and families in music, sporting, cultural and recreational activities within a secure educational framework.",London,London,Voluntary Action Westminster (VAW) 37 Chapel Street London ,NW1 5DP,020 36332725,http://www.sudanese-school.org/home.html,info@sudanese-school.org,,
,,,Suffolk Refugee Support,Advice & Support,,Helps asylum seekers and refugees find support and advocay. Has a drop-in service. Handles both international campaigns and local issues in Suffolk.,East of England,Suffolk,"38 St Matthew's St, Ipswich IP1 3EP",IP1 3EP,01473 400785,http://suffolkrefugee.org.uk/,Agrace@suffolkrefugee.org.uk,"Monday: 09.30-16.30, Tuesday: 10.00-16.30, Wednesday: Closed, Thursday: Closed, Friday: 09.30-16.30",Yes
,July 2016,N/A,Survivor's Network,Trafficking & Gender Based Violence,,"Survivors' Network offers support, advocacy, and counselling to survivors of sexual violence. They run drop-in services for female survivors of sexual abuse or rape.",South East,Brighton,6a Pavilion Buildings,BN1 1EE,"Helpline: 01273 720110 (Wednesdays, 7pm–9pm)",http://www.survivorsnetwork.org.uk,help@survivorsnetwork.org.uk; admin@survivorsnetwork.org.uk,"Monday: 19.00-21.00, Tuesday: Closed, Wednesday: Closed, Thursday: 19.00-21.00, Friday: Closed",n/a
,July 2016,N/A,Sussex Beacon,Healthcare/ Mental Health / Disability,,The Sussex Beacon provides a range of specialist HIV treatment and support services.,South East,Brighton,10 Bevendean Road,BN2 4DE,01273 694222,http://www.sussexbeacon.org.uk,N/A,N/A,n/a
,July 2016,,Sussex Interpreting Services,Translation,,"Sussex Interpreting Services offers a range of support services free to all refugees, asylum seekers, and migrants. These services include community interpreting, bilingual advocacy, a health promotion project, and translation.",South East,Brighton,"Community Base, 113 Queens Road",BN1 3XG,01273 702005; (Emergencies only) 07811 459315,http://www.sussexinterpreting.org.uk,info@sussexinterpreting.org.uk; interpreting@sussexinterpreting.org.uk; translation@sussexinterpreting.org.uk,"N/A
",n/a
,July 2016,,Sussex Interpreting Services - Health Promotion Project,Healthcare/ Mental Health / Disability,Translation,"Sussex Interpreting Services' volunteer linguists reach out to isolated people to explain what services are available and how to access them. They support people to make appointments, understand correspondence, fill in simple forms, and appreciate health information. They also act as a reference group for local planners to improve understanding of service users' needs.",South East,Brighton,N/A,N/A,01273 234016,N/A,N/A,N/A,n/a
,July 2016,,Sussex Refugee Solidarity,"Social (clubs, groups)",,"Sussex Refugee Solidarity is a local community support and action group for refugees. It is a forum which sets out what we can offer to refugees resettling in East Sussex, West Sussex, and Brighton & Hove.",South East,Brighton,N/A,N/A,N/A,http://www.sussexrefugeesolidarity.uk,N/A,N/A,n/a
Abi Evans (Michelle Lam),29/07/17,,Suzy Lamplugh Trust,Trafficking & Gender Based Violence,,"The Suzy Lamplugh trust helps people feel safe from violence and aggression. They campaign, educate, offer support and run the National Stalking Hotline.",National,National,"218-221 Strand, London WC2R 1AT",WC2R 1AT,07747 611 308  / National Stalking Helpline 08088020300,www.suzylamplugh.org,training@suzylamplugh.org,Open 24/7,
Amelia Cooper has emailed (12/09),,,Swahili Speaker Community in Manchester (SSCM),Advice & Support,Education; Children & Young People,"provide the facilities necessary to enable Swahili speakers in Manchester to integrate into the community, preserve and develop Swahili speaker culture, provide advice and support to members on housing, education, benefits, social services etc.",,Manchester,14 Sonning Walk M8 8WN England,,07405786454 ,http://worldwidevolunteering.org/details?organisationID=2765&returnURL=%2Fsearch%3Floc%3DGB-MAN%26start%3D200%26count%3D20,swahilispeakerc@yahoo.com,,
Michelle Lam,29/07/17,,Syria Solidarity Campaign,Advocacy,,"The main purpose of the Syria Solidarity Campaign is to amplify the voices of Syrians struggling for peace and freedom. We want to work with all existing campaigns and organisations to help build a campaign that can assist the Syrian people in their struggle for a democratic, just, free and pluralist Syria. In addition, we want to bring Syria’s war criminals to justice. We support the popular revolution in Syria and its principles. We ask for real support for the Syrian people. We oppose all support for the Assad regime, which is unjustifiable in light of its war crimes. ",National,,Don't think there is one,,020 1234 5678,http://syriasolidarity.org.uk/,info@syriasolidarity.org.uk,,
,,,Tameside African Refugee Association (TARA),Advice & Support,,"(SEEMS to be out of date) GENERAL ADVICE DROP-IN; SIGNPOSTING; - SUPPLEMENTARY SCHOOL - MONEY ADVICE - VOLUNTEERING TRAINING - TRANSLATION AND INTERPRETATION SERVICES; - ADVOCACY, -PROMOTION OF AFRICAN ARTS AND CULTURE. -DRAMA AND DANCE GROUP FOR CHILDREN -HEALTHY LIVING PROJECT ",North West,Tameside,"124 Stamford Street, Ashton-under-Lyne
",OL6 6AD,01613397270 OR 07944205690,https://www.facebook.com/tamesideafricanrefugee/,tara.refugee@hotmail.com,,
Amelia Cooper has emailed MRSN for more details 12/9/17,,,Tamil Refugee Welcome Group,,,Listed on Manchester Refugee Support Network website (http://mrsn.myzen.co.uk/page.php?data=132) but with a broken link,,Manchester,?,,?,N/A,?,,
Johnny Rebours (Michelle Lam),24/07/17,,Tamil Relief Centre,Employment/ Training/ Volunteering,,"Tamil Relief Centre provides support to women and elderly people as well as offering classes (ESOL, English, IT skills) and free legal advice.",,London,"Community House, 311 Fore St, London ",N9 0PZ,020 8373 6249,http://www.trcuk.org/,,,
Sam Musguin-Rowe (Michelle Lam),26/07/2017,,Techfugees,Employment/ Training/ Volunteering,,"Techfugees is a social enterprise coordinating the international tech community’s response to the needs of Refugees. Techfugees exists to empower the displaced with technology, organising organises conferences, workshops, hackathons and meetups in around the world in an effort to generate tech solutions for and with refugees. Techfugees' events are entirely non-profit, designed to bring together tech engineers, designers, entrepreneurs and startups together with NGOs and other agencies in order to address the crisis in ways where the technology world can bring its considerable firepower. Travel expenses paid for service user on a case by case basis.



",N/A,Worldwide events,N/A (events based),N/A,N/A,https://techfugees.com,"support@techfugees.com; mike@techfugees.com;
petra@techfugees.com;
josephine@techfugees.com",N/A,
,To Call HDS,,Terence Higgins Trust,Healthcare/ Mental Health / Disability,,"HIV specialist service
1 Hour HIV Testing service. First come first served.",South West,Bristol,"Aled Richard Centre
8 – 10 West Street,
Old Market
Bristol",BS2 0BH,441179551000,www.tht.org.uk,info@tht.org.uk,Monday: 17.00-19.30,
Misha MccGwire,27/07/2017,,Thames Reach,Destitution & Debt,Housing,"Thames Reach is a London- based charity helping homeless and vulnerable people to find decent homes, build supportive relationships and lead fulfilling lives. Their vision is to end street homelessness. Charity number 1166311",London,South London,"The Employment Academy, 29 Peckham Road, London",SE5 8UA,020 7702 4260,http://www.thamesreach.org.uk/,enquiries@thamesreach.org.uk,,
Celia Newell (Michelle Lam),26/07/17,,The Bike Project,"Social (clubs, groups)",,"The Bike Project take second-hand bikes, fix them up, and donate them to refugees teach them basic bike maintenance. Bike maintenance workshops take place on Thursdays 5-8pm.  The Bike Project run a project to teach refugee women to cycle in a 10 week course. Participants are given a bike at the end of the course. 1:1 sessions and offer occassional work experience placements to refugees. They provide up to £5 for travel (to and from the service) for all beneficiaries, and £15 per day for any work experience people. A range of languages are spoken. Travel expenses paid for service user. Call before going.",London,South London - Dulwich,"12 Crossthwaite Avenue, London  ",SE5 8ET,2077338098,http://thebikeproject.co.uk/,jem@thebikeproject.co.uk / info@,Monday-Friday: 10.00-17.00,
Michelle Lam,31/07/17,,The Centre for Entrepreneurship,Employment/ Training/ Volunteering,,"The Centre for Entrepreneurs promotes the role of entrepreneurs in creating economic growth and social well-being. It is home to national enterprise campaign, StartUp Britain. The activities of the Centre are focused on four core areas:
- Advocacy: promoting entrepreneurship in the media and with government,
- Research and campaigns: especially initiatives that improve the public perception of entrepreneurs as well as encouraging more people to become entrepreneurs,
- Thought-leadership: generating white papers, pamphlets, events and articles aimed at the defence and promotion of entrepreneurs,
- Resources: providing guidance and support for entrepreneurs.",National,,"11 Charles Street
London, W1J 5DW
United Kingdom",W1J 5DW,44(0)20 7148 5460,https://centreforentrepreneurs.org/about/,info@centreforentrepreneurs.org,n/a,
Michelle Lam,31/07/17,,The Children's Society,Children & Young People,,"The Children's Society helps migrant and refugee children find accommodation, overcome language barriers and, most importantly, to rebuild their lives in new communities, surrounded and supported by friends. Charity number: 221124",National,,"Edward Rudolf House, Margery St, London",WC1X 0JL,0300 303 7000,http://home.btconnect.com/derbyrefugeeforum/,supportercare@childrenssociety.org.uk,Monday-Friday: 09.00-17.00,
,11/08/17,,The Children's Society - Hope Young Refugee Service,Children & Young People,,"Hope Young Refugee Service provides general advocacy, one to one support and group work and activities (All 4 One group) for young people aged 14 - 21 years and up to the aged of 25 (if still in education) who are unaccompanied and seeking asylum in Greater Manchester. Referrals can be made by professionals, carers or by self-referral. Find out more on the website. Charity number: 221124",North West,Manchester,"Hope Young Refugee Service, Zion Community Resource Centre, 339 Stretford Road, Hulme",M15 4ZY,0161 868 0382,https://www.childrenssociety.org.uk/what-we-do/helping-children/young-refugees/hope-young-refugee-service,,,
,To call HDS,,The Haven,Healthcare/ Mental Health / Disability,,"This is a gateway primary health care service to assess and address the initial health needs of asylum seekers and
refugees who are not already registered with a GP practice.",South West,Bristol,"Montpelier Health Centre
Bath Buildings, Montpelier
Bristol ",BS6 5PT,0117 970 3887,https://briscomhealth.org.uk/our-services/haven/,the.haven@nhs.net,,
,,,The Medaille Trust,Women,Children & Young People; Advice & Support; Housing; Education,"The Medaille Trust is a charity founded by groups of Religious congregations in 2006 to work against the evils of human trafficking congregations in response to the plight of thousands of people who are being trafficked into the UK each year.

The Trust has been a significant provider of support and safe house provision for the victims of human trafficking since then and continues to deliver outstanding care ten years on.

The primary mission of The Medaille Trust is the empowerment of women, men and children, who have been freed from the human-trafficking and the modern day slavery industry in the UK, enabling them to regain their dignity and self-worth. We do this by providing safe housing and offering opportunities for physical and psychological healing, rehabilitation and protection to the victims in our care.
",North West,Manchester - Salford,"The Medaille Trust
c/o Caritas Diocese of Salford
Cathedral Centre
3 Ford Street
Salford
M3 6DP",M3 6DP,0161 817 2260,http://www.medaille-trust.org.uk,enquiries@medaille-trust.org.uk,,Yes
Lydia Boateng (Michelle Lam),26/07/2017,,The Rainbow Club,Education,Children & Young People,"The Rainbow Club is a supplementary Saturday school for children aged 4-11 that runs every week during term time . They learn numeracy, literacy, music, art, and sports. They can also learn baking once a month. Open to all nationalities and religions, but they prioritise refugees and asylum seekers in the borough of Lewisham and those children not yet in mainstream schools. Hosted by Action for Refugees in Lewisham, Charity number: 1116344",London,South London,"F3 Leemore Central Community Hub
Bonfield Road
Lewisham
London",SE13 5ES,020 8297 4111,http://www.afril.org.uk/en/,iolanda@afril.org.uk,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday Closed, Saturday: 09.15-13.15, Sunday: Closed ",
Michelle Lam,29/07/17,,The Walter And Liesel Schwab Charitable Trust,Education,,"Provides financial assistance towards education
",,,"The Walter & Liesel Schwab Charitable Trust 
PO Box 12327 
Colchester  ",CO4 4XE,N/A,http://swtrust.org.uk/,On the site (email sent - waiting for reply),,
Abi Evans (Michelle Lam),25/07/17,,The Way Ahead - City and Hackney Mind,Employment/ Training/ Volunteering,,"The Way Ahead is a 10-week employability programme offering tailored support to help you build your confidence, gain qualifications and find employment.  You will be assigned an Employment Advisor who will offer you a structured 10 week programme which will include both individual advice and accredited classes. Fill out application form / call to find out about next course dates.",London,"East London - City, Hackney & Waltham Forest","City & Hackney Mind, 8-10 Tudor Road, Hackney",,020 8525 2301,https://www.mindinhackney.org.uk/news/the-way-ahead,services@cityandhackneymind.org.uk,,
Kate Hyde (Michelle Lam),26/07/17,,Three Faith Forum- Parlimentors,Education,,"3FF builds good relations between people of all faiths and beliefs. They run education, engagement and action programmes between people of all faiths that bring diverse communities together. Students on the programme will:
See politics in action: Gain a unique insight into the political process while being mentored by MPs and Peers.
Create social change: Work in mixed-belief teams to create social action projects with support from leading charities.
Develop leadership skills: Learn through direct experience, expert-led training workshops and events.
Build networks: Create new professional and personal links with institutions and organisations and by joining our Alumni Network.
",London,London,"3FF
Star House
104 Grafton Road,
London ",NW5 4BA,0 207 482 9549,http://www.3ff.org.uk/,info@3ff.org.uk,n/a,
Sam Musguin-Rowe (Michelle Lam),26/07/17,,Tower Hamlets Law Centre,Legal,,"The Law Centre seeks to provide free legal advice and assistance. Advice on welfare benefits, housing, immigration. Specific for asylum seekers: Immigration Asylum and Domestic Violence Legal Aid services (available to those living and working in London and to those in other areas of the UK if you come to one of our offices and we have capacity to take on the case); Trust for London Immigration Asylum and Domestic Violence Project (available to those living and working in East London who face domestic violence)",London,East London-Limehouse,"789 Commercial Road 
(entrance on St Anne Street)
Limehouse
London",E14 7HG,020 7538 4909,http://www.thlc.co.uk/,info@thlc.co.uk,"Monday: 10.00-16.00, Tuesday: 10.00-16.00",
,,,Transitions,Employment/ Training/ Volunteering,,"Transitions is a specialist, collaborative, not-for-profit careers and employment service for refugees in London. They specialise in supporting refugee engineers, accountants and administrators and people with expertise in the international development sector.",London,,,,020 86424431,http://www.transitions-london.co.uk/,enquiries@transitions-london.co.uk,,
,,,Trauma Foundation South West,Destitution & Debt,,Our main provision is of psychotherapy and counselling to highly traumatised refugees and asylum seekers.,South West,Bath,"BARROW CASTLE
RUSHHILL
BATH",BA2 2QR,01225 444911,http://www.tfsw.co.uk/,tfsw@tfsw.co.u,,
Sam Musguin-Rowe (Michelle Lam),26/07/17,,Trinity Centre,Children & Young People,"Education; Social (clubs, groups)","Trinity Centre aims to improve the conditions of life for local people through education, recreation and support by helping local people gain the skills to become self-sufficient and to take control of their lives.
Projects include: day care nursery (6 months - 5 years);  psychosocial casework and a diverse youth and education programme (particularly targetting children with a refugee, asylum seeking, trafficked, undocumented, or migrants newly arrived to the UK background); adult education programmes; Bayaan girls social programme; faith groups.
",London,East London-Newham,"Trinity Centre
East Avenue
London 
",E12 6SG,020 8472 8947,http://www.thetrinitycentre.org/,paul@thetrinitycentre.org,Monday-Sunday: 09.00-22.00,
Misha MccGwire (Michelle Lam),27/07/17,,Uganda Community Relief Association,Education,"Employment/ Training/ Volunteering
","UCRA designs and delivers a range of courses that will facilitate participants when finding a job; through developing soft skills, providing more self-confidence and by securing qualifications that should ultimately lead to employment. Refugee Integration Programmes provides more innovative measures to support the integration of refugees into mainstream economic activity and active citizenship thus enabling people to make a full contribution to their community and achieve their full potential. This project targets people who are recognised as having refugee status under the 1951 UN Convention or those with Humanitarian Protection, Discretionary Leave or Exceptional Leave to remain in the UK leading to settlement where appropriate. The focus of the project addresses the two key issues for refugees identified in Integration Matters and Working to Rebuild Lives.",London,North London Tottenham ,"Uganda Community Relief Association
Selby Centre
Selby Road
Tottenham
London",N17 8JL,020-8808 6221,http://www.ucra.org.uk/,ucra2000@hotmail.com,Monday-Friday: 10.00-17.30,
